GeneA GeneB Genus spp relationship
Potri.T117600 SapurV1A.0005s0220 S. purpurea many-to-many
Potri.T117600 SapurV1A.2389s0040 S. purpurea many-to-many
Potri.001G291300 SapurV1A.3138s0030 S. purpurea many-to-many
Potri.001G291300 SapurV1A.2389s0020 S. purpurea many-to-many
Potri.001G291300 SapurV1A.0005s0200 S. purpurea many-to-many
Potri.001G291300 SapurV1A.0005s0220 S. purpurea many-to-many
Potri.001G291300 SapurV1A.2389s0040 S. purpurea many-to-many
Potri.016G022400 SapurV1A.1354s0020 S. purpurea many-to-many
Potri.016G022400 SapurV1A.0677s0150 S. purpurea many-to-many
Potri.016G022400 SapurV1A.0677s0180 S. purpurea many-to-many
Potri.016G022400 SapurV1A.3002s0020 S. purpurea many-to-many
Potri.016G022100 SapurV1A.1354s0020 S. purpurea many-to-many
Potri.016G022100 SapurV1A.0677s0150 S. purpurea many-to-many
Potri.016G022100 SapurV1A.0677s0180 S. purpurea many-to-many
Potri.016G022100 SapurV1A.3002s0020 S. purpurea many-to-many
Potri.016G021500 SapurV1A.1354s0020 S. purpurea many-to-many
Potri.016G021500 SapurV1A.0677s0150 S. purpurea many-to-many
Potri.016G021500 SapurV1A.0677s0180 S. purpurea many-to-many
Potri.016G021500 SapurV1A.3002s0020 S. purpurea many-to-many
Potri.016G022000 SapurV1A.1354s0020 S. purpurea many-to-many
Potri.016G022000 SapurV1A.0677s0150 S. purpurea many-to-many
Potri.016G022000 SapurV1A.0677s0180 S. purpurea many-to-many
Potri.016G022000 SapurV1A.3002s0020 S. purpurea many-to-many
Potri.010G171500 SapurV1A.1732s0020 S. purpurea one-to-many
Potri.010G171500 SapurV1A.0093s0010 S. purpurea one-to-many
Potri.010G171500 SapurV1A.2595s0030 S. purpurea one-to-many
Potri.008G038700 SapurV1A.1030s0170 S. purpurea one-to-many
Potri.008G038700 SapurV1A.0657s0020 S. purpurea one-to-many
Potri.009G046300 SapurV1A.0619s0170 S. purpurea one-to-one
Potri.006G258900 SapurV1A.0984s0060 S. purpurea one-to-one
Potri.006G000500 SapurV1A.0220s0490 S. purpurea one-to-one
Potri.003G196900 SapurV1A.0009s1030 S. purpurea one-to-one
Potri.018G025100 SapurV1A.0192s0260 S. purpurea one-to-one
Potri.017G099000 SapurV1A.0731s0130 S. purpurea one-to-one
Potri.005G259700 SapurV1A.0554s0060 S. purpurea one-to-one
Potri.001G403900 SapurV1A.0864s0060 S. purpurea one-to-one
Potri.001G335200 SapurV1A.0205s0020 S. purpurea one-to-one
Potri.012G007600 SapurV1A.2735s0020 S. purpurea one-to-one
Potri.012G105500 SapurV1A.0672s0160 S. purpurea one-to-one
Potri.012G144000 SapurV1A.0862s0130 S. purpurea one-to-one
Potri.011G127400 SapurV1A.3037s0030 S. purpurea one-to-many
Potri.011G127400 SapurV1A.0939s0060 S. purpurea one-to-many
Potri.T034800 SapurV1A.0155s0110 S. purpurea one-to-many
Potri.T034800 SapurV1A.1797s0040 S. purpurea one-to-many
Potri.014G079400 SapurV1A.0533s0080 S. purpurea one-to-many
Potri.014G079400 SapurV1A.0586s0010 S. purpurea one-to-many
Potri.003G177800 SapurV1A.0056s0730 S. purpurea one-to-one
Potri.017G069800 SapurV1A.0343s0050 S. purpurea many-to-one
Potri.017G064800 SapurV1A.0343s0050 S. purpurea many-to-one
Potri.005G170000 SapurV1A.2189s0010 S. purpurea one-to-many
Potri.005G170000 SapurV1A.0413s0030 S. purpurea one-to-many
Potri.001G159900 SapurV1A.0210s0270 S. purpurea one-to-many
Potri.001G159900 SapurV1A.0273s0250 S. purpurea one-to-many
Potri.010G199900 SapurV1A.0281s0240 S. purpurea one-to-one
Potri.011G097000 SapurV1A.0303s0060 S. purpurea one-to-one
Potri.011G080600 SapurV1A.0031s0490 S. purpurea one-to-one
Potri.006G104700 SapurV1A.0001s0250 S. purpurea one-to-one
Potri.006G097500 SapurV1A.0001s0780 S. purpurea one-to-one
Potri.015G108500 SapurV1A.0593s0080 S. purpurea one-to-one
Potri.015G137200 SapurV1A.0068s0490 S. purpurea one-to-one
Potri.014G049200 SapurV1A.0917s0080 S. purpurea one-to-one
Potri.008G203900 SapurV1A.0022s0320 S. purpurea one-to-one
Potri.008G190200 SapurV1A.0113s0420 S. purpurea one-to-one
Potri.016G010200 SapurV1A.0823s0070 S. purpurea one-to-one
Potri.007G142300 SapurV1A.0468s0070 S. purpurea one-to-one
Potri.005G140700 SapurV1A.1340s0010 S. purpurea one-to-one
Potri.003G188100 SapurV1A.0153s0130 S. purpurea many-to-one
Potri.003G187900 SapurV1A.0153s0130 S. purpurea many-to-one
Potri.015G103800 SapurV1A.1312s0050 S. purpurea one-to-many
Potri.015G103800 SapurV1A.1312s0060 S. purpurea one-to-many
Potri.011G139900 SapurV1A.0047s0070 S. purpurea one-to-one
Potri.010G001600 SapurV1A.0739s0100 S. purpurea one-to-one
Potri.011G088100 SapurV1A.0031s0120 S. purpurea one-to-one
Potri.004G161100 SapurV1A.0091s0340 S. purpurea one-to-one
Potri.011G135300 SapurV1A.0229s0280 S. purpurea one-to-one
Potri.010G247800 SapurV1A.0070s0700 S. purpurea one-to-one
Potri.005G245000 SapurV1A.2292s0010 S. purpurea one-to-one
Potri.005G124300 SapurV1A.0254s0090 S. purpurea one-to-one
Potri.005G094400 SapurV1A.0404s0230 S. purpurea one-to-one
Potri.007G047500 SapurV1A.0936s0050 S. purpurea one-to-one
Potri.001G281300 SapurV1A.0566s0100 S. purpurea one-to-one
Potri.001G361300 SapurV1A.0030s0380 S. purpurea one-to-one
Potri.001G381900 SapurV1A.0020s0540 S. purpurea one-to-one
Potri.009G042200 SapurV1A.2968s0030 S. purpurea one-to-many
Potri.009G042200 SapurV1A.1205s0060 S. purpurea one-to-many
Potri.018G103000 SapurV1A.0332s0300 S. purpurea one-to-one
Potri.001G205200 SapurV1A.0344s0170 S. purpurea one-to-many
Potri.001G205200 SapurV1A.5080s0010 S. purpurea one-to-many
Potri.T050700 SapurV1A.0483s0070 S. purpurea many-to-one
Potri.019G015400 SapurV1A.0483s0070 S. purpurea many-to-one
Potri.008G016900 SapurV1A.0070s0210 S. purpurea one-to-many
Potri.008G016900 SapurV1A.3228s0010 S. purpurea one-to-many
Potri.009G011400 SapurV1A.0049s0390 S. purpurea one-to-one
Potri.006G046900 SapurV1A.0464s0070 S. purpurea one-to-one
Potri.005G226900 SapurV1A.2806s0020 S. purpurea one-to-one
Potri.014G055900 SapurV1A.0490s0280 S. purpurea one-to-one
Potri.014G136900 SapurV1A.0053s0420 S. purpurea one-to-one
Potri.018G124600 SapurV1A.0034s0090 S. purpurea one-to-one
Potri.015G086900 SapurV1A.1881s0010 S. purpurea one-to-one
Potri.004G129900 SapurV1A.0467s0050 S. purpurea one-to-one
Potri.008G168100 SapurV1A.0021s0820 S. purpurea one-to-one
Potri.005G210900 SapurV1A.0076s0560 S. purpurea one-to-one
Potri.001G052300 SapurV1A.0820s0150 S. purpurea one-to-one
Potri.006G183200 SapurV1A.0723s0050 S. purpurea one-to-one
Potri.001G377400 SapurV1A.0020s0100 S. purpurea one-to-one
Potri.012G144900 SapurV1A.0862s0210 S. purpurea one-to-one
Potri.009G103400 SapurV1A.0090s0740 S. purpurea one-to-one
Potri.006G260200 SapurV1A.1173s0070 S. purpurea one-to-one
Potri.002G048000 SapurV1A.0006s1510 S. purpurea one-to-one
Potri.014G111400 SapurV1A.0321s0050 S. purpurea one-to-one
Potri.006G064300 SapurV1A.0197s0290 S. purpurea one-to-one
Potri.003G202100 SapurV1A.0009s0760 S. purpurea one-to-one
Potri.005G175400 SapurV1A.0105s0120 S. purpurea one-to-one
Potri.001G120800 SapurV1A.0516s0020 S. purpurea one-to-one
Potri.007G133800 SapurV1A.0118s0430 S. purpurea one-to-one
Potri.007G007800 SapurV1A.0608s0200 S. purpurea one-to-one
Potri.005G114800 SapurV1A.0487s0090 S. purpurea one-to-many
Potri.005G114800 SapurV1A.0487s0070 S. purpurea one-to-many
Potri.005G202600 SapurV1A.0760s0010 S. purpurea one-to-many
Potri.005G202600 SapurV1A.0970s0150 S. purpurea one-to-many
Potri.016G022500 SapurV1A.0677s0120 S. purpurea one-to-many
Potri.016G022500 SapurV1A.0677s0130 S. purpurea one-to-many
Potri.007G131500 SapurV1A.2300s0030 S. purpurea one-to-many
Potri.007G131500 SapurV1A.1078s0190 S. purpurea one-to-many
Potri.011G159000 SapurV1A.0527s0180 S. purpurea one-to-one
Potri.004G065400 SapurV1A.1394s0040 S. purpurea one-to-one
Potri.004G236300 SapurV1A.1143s0070 S. purpurea one-to-one
Potri.004G228200 SapurV1A.0225s0200 S. purpurea one-to-one
Potri.006G119000 SapurV1A.0226s0210 S. purpurea one-to-one
Potri.015G051800 SapurV1A.4551s0010 S. purpurea one-to-one
Potri.002G233700 SapurV1A.0071s0210 S. purpurea one-to-one
Potri.004G095600 SapurV1A.0575s0050 S. purpurea one-to-one
Potri.014G138100 SapurV1A.0053s0510 S. purpurea one-to-one
Potri.003G207600 SapurV1A.0009s0370 S. purpurea one-to-one
Potri.005G143800 SapurV1A.0337s0090 S. purpurea one-to-one
Potri.001G325400 SapurV1A.0123s0220 S. purpurea one-to-one
Potri.001G304100 SapurV1A.0005s1090 S. purpurea one-to-one
Potri.001G155000 SapurV1A.0929s0050 S. purpurea one-to-one
Potri.016G021200 SapurV1A.0154s0010 S. purpurea many-to-many
Potri.016G021200 SapurV1A.1851s0050 S. purpurea many-to-many
Potri.016G021700 SapurV1A.0154s0010 S. purpurea many-to-many
Potri.016G021700 SapurV1A.1851s0050 S. purpurea many-to-many
Potri.013G054400 SapurV1A.0867s0110 S. purpurea one-to-many
Potri.013G054400 SapurV1A.4093s0020 S. purpurea one-to-many
Potri.019G040700 SapurV1A.0631s0100 S. purpurea one-to-many
Potri.019G040700 SapurV1A.1054s0020 S. purpurea one-to-many
Potri.001G186200 SapurV1A.2947s0020 S. purpurea one-to-many
Potri.001G186200 SapurV1A.1183s0110 S. purpurea one-to-many
Potri.001G397900 SapurV1A.1264s0090 S. purpurea one-to-many
Potri.001G397900 SapurV1A.0207s0240 S. purpurea one-to-many
Potri.006G135800 SapurV1A.0249s0130 S. purpurea one-to-one
Potri.004G203400 SapurV1A.0125s0260 S. purpurea one-to-one
Potri.014G066500 SapurV1A.0248s0190 S. purpurea one-to-one
Potri.017G084200 SapurV1A.1089s0020 S. purpurea one-to-one
Potri.019G049400 SapurV1A.1384s0020 S. purpurea many-to-one
Potri.T071500 SapurV1A.1384s0020 S. purpurea many-to-one
Potri.017G109300 SapurV1A.0191s0140 S. purpurea one-to-one
Potri.015G071200 SapurV1A.1076s0050 S. purpurea one-to-one
Potri.013G153900 SapurV1A.0222s0310 S. purpurea one-to-one
Potri.005G222000 SapurV1A.0378s0190 S. purpurea one-to-one
Potri.012G126900 SapurV1A.0129s0240 S. purpurea one-to-one
Potri.010G218800 SapurV1A.0023s0300 S. purpurea many-to-many
Potri.010G218800 SapurV1A.0023s0330 S. purpurea many-to-many
Potri.010G218800 SapurV1A.0023s0340 S. purpurea many-to-many
Potri.010G218800 SapurV1A.0023s0350 S. purpurea many-to-many
Potri.010G219500 SapurV1A.0023s0300 S. purpurea many-to-many
Potri.010G219500 SapurV1A.0023s0330 S. purpurea many-to-many
Potri.010G219500 SapurV1A.0023s0340 S. purpurea many-to-many
Potri.010G219500 SapurV1A.0023s0350 S. purpurea many-to-many
Potri.010G218600 SapurV1A.0023s0300 S. purpurea many-to-many
Potri.010G218600 SapurV1A.0023s0330 S. purpurea many-to-many
Potri.010G218600 SapurV1A.0023s0340 S. purpurea many-to-many
Potri.010G218600 SapurV1A.0023s0350 S. purpurea many-to-many
Potri.010G218700 SapurV1A.0023s0300 S. purpurea many-to-many
Potri.010G218700 SapurV1A.0023s0330 S. purpurea many-to-many
Potri.010G218700 SapurV1A.0023s0340 S. purpurea many-to-many
Potri.010G218700 SapurV1A.0023s0350 S. purpurea many-to-many
Potri.004G036900 SapurV1A.0299s0230 S. purpurea one-to-many
Potri.004G036900 SapurV1A.2246s0010 S. purpurea one-to-many
Potri.015G120900 SapurV1A.0577s0120 S. purpurea one-to-many
Potri.015G120900 SapurV1A.2312s0020 S. purpurea one-to-many
Potri.001G448000 SapurV1A.0941s0010 S. purpurea one-to-many
Potri.001G448000 SapurV1A.0425s0050 S. purpurea one-to-many
Potri.010G116700 SapurV1A.0120s0300 S. purpurea one-to-one
Potri.002G110500 SapurV1A.0004s0670 S. purpurea one-to-one
Potri.013G022200 SapurV1A.0092s0430 S. purpurea one-to-one
Potri.010G187700 SapurV1A.0061s0370 S. purpurea one-to-one
Potri.017G067600 SapurV1A.1337s0050 S. purpurea one-to-one
Potri.004G102700 SapurV1A.0726s0170 S. purpurea one-to-one
Potri.004G203100 SapurV1A.0125s0230 S. purpurea one-to-one
Potri.004G112400 SapurV1A.0274s0080 S. purpurea one-to-one
Potri.019G092800 SapurV1A.0500s0280 S. purpurea one-to-one
Potri.015G132800 SapurV1A.0068s0800 S. purpurea one-to-one
Potri.001G113900 SapurV1A.0260s0260 S. purpurea one-to-one
Potri.019G077500 SapurV1A.1560s0050 S. purpurea one-to-one
Potri.T080300 SapurV1A.2086s0020 S. purpurea one-to-one
Potri.001G016800 SapurV1A.0850s0120 S. purpurea one-to-one
Potri.009G034900 SapurV1A.0128s0070 S. purpurea one-to-one
Potri.012G022500 SapurV1A.0755s0020 S. purpurea one-to-one
Potri.008G184400 SapurV1A.1481s0080 S. purpurea many-to-many
Potri.008G184400 SapurV1A.0317s0010 S. purpurea many-to-many
Potri.008G184400 SapurV1A.1481s0070 S. purpurea many-to-many
Potri.008G184400 SapurV1A.3038s0020 S. purpurea many-to-many
Potri.008G184400 SapurV1A.3038s0010 S. purpurea many-to-many
Potri.008G184900 SapurV1A.1481s0080 S. purpurea many-to-many
Potri.008G184900 SapurV1A.0317s0010 S. purpurea many-to-many
Potri.008G184900 SapurV1A.1481s0070 S. purpurea many-to-many
Potri.008G184900 SapurV1A.3038s0020 S. purpurea many-to-many
Potri.008G184900 SapurV1A.3038s0010 S. purpurea many-to-many
Potri.008G184000 SapurV1A.1481s0080 S. purpurea many-to-many
Potri.008G184000 SapurV1A.0317s0010 S. purpurea many-to-many
Potri.008G184000 SapurV1A.1481s0070 S. purpurea many-to-many
Potri.008G184000 SapurV1A.3038s0020 S. purpurea many-to-many
Potri.008G184000 SapurV1A.3038s0010 S. purpurea many-to-many
Potri.006G236000 SapurV1A.2057s0050 S. purpurea one-to-many
Potri.006G236000 SapurV1A.0272s0320 S. purpurea one-to-many
Potri.010G191600 SapurV1A.0061s0060 S. purpurea one-to-one
Potri.011G161500 SapurV1A.0527s0250 S. purpurea one-to-one
Potri.006G170900 SapurV1A.0818s0010 S. purpurea one-to-one
Potri.006G130900 SapurV1A.0209s0190 S. purpurea one-to-one
Potri.004G030600 SapurV1A.0028s0420 S. purpurea one-to-one
Potri.002G247800 SapurV1A.0477s0190 S. purpurea one-to-one
Potri.002G233900 SapurV1A.0071s0230 S. purpurea one-to-one
Potri.010G209000 SapurV1A.0095s0550 S. purpurea one-to-one
Potri.002G155000 SapurV1A.0024s0290 S. purpurea one-to-one
Potri.002G192800 SapurV1A.0014s0050 S. purpurea one-to-one
Potri.014G154700 SapurV1A.0316s0190 S. purpurea one-to-one
Potri.003G115700 SapurV1A.0045s0220 S. purpurea one-to-one
Potri.003G031800 SapurV1A.0199s0270 S. purpurea one-to-one
Potri.019G054200 SapurV1A.0503s0070 S. purpurea one-to-one
Potri.008G194700 SapurV1A.0113s0010 S. purpurea one-to-one
Potri.008G139900 SapurV1A.0015s0810 S. purpurea one-to-one
Potri.001G019200 SapurV1A.0445s0160 S. purpurea one-to-one
Potri.009G098400 SapurV1A.1414s0010 S. purpurea one-to-many
Potri.009G098400 SapurV1A.1414s0020 S. purpurea one-to-many
Potri.009G098400 SapurV1A.1414s0030 S. purpurea one-to-many
Potri.005G066600 SapurV1A.0465s0140 S. purpurea one-to-one
Potri.006G164100 SapurV1A.0328s0090 S. purpurea one-to-many
Potri.006G164100 SapurV1A.1399s0020 S. purpurea one-to-many
Potri.002G112600 SapurV1A.0004s0470 S. purpurea one-to-one
Potri.002G126100 SapurV1A.0017s0060 S. purpurea one-to-one
Potri.014G096100 SapurV1A.0013s0600 S. purpurea one-to-one
Potri.017G001100 SapurV1A.0368s0330 S. purpurea one-to-one
Potri.008G056000 SapurV1A.0451s0170 S. purpurea one-to-one
Potri.005G146400 SapurV1A.0336s0060 S. purpurea one-to-one
Potri.014G006700 SapurV1A.0235s0190 S. purpurea many-to-many
Potri.014G006700 SapurV1A.3757s0020 S. purpurea many-to-many
Potri.014G008300 SapurV1A.0235s0190 S. purpurea many-to-many
Potri.014G008300 SapurV1A.3757s0020 S. purpurea many-to-many
Potri.016G134800 SapurV1A.0914s0040 S. purpurea one-to-many
Potri.016G134800 SapurV1A.0065s0350 S. purpurea one-to-many
Potri.010G082400 SapurV1A.1306s0030 S. purpurea one-to-one
Potri.013G135300 SapurV1A.0048s0770 S. purpurea one-to-one
Potri.010G221700 SapurV1A.0023s0060 S. purpurea one-to-one
Potri.016G053600 SapurV1A.0037s0290 S. purpurea one-to-one
Potri.002G238800 SapurV1A.0071s0610 S. purpurea one-to-one
Potri.002G143300 SapurV1A.0033s0400 S. purpurea one-to-one
Potri.004G000600 SapurV1A.0449s0020 S. purpurea one-to-one
Potri.014G110900 SapurV1A.0321s0110 S. purpurea one-to-one
Potri.014G041800 SapurV1A.0124s0560 S. purpurea one-to-one
Potri.014G179700 SapurV1A.0014s0580 S. purpurea one-to-one
Potri.010G102000 SapurV1A.0055s0090 S. purpurea one-to-one
Potri.003G024100 SapurV1A.0952s0080 S. purpurea one-to-one
Potri.010G202800 SapurV1A.0095s0030 S. purpurea one-to-one
Potri.005G158600 SapurV1A.2029s0010 S. purpurea one-to-one
Potri.007G042500 SapurV1A.0711s0090 S. purpurea one-to-one
Potri.012G020500 SapurV1A.0250s0090 S. purpurea one-to-one
Potri.009G145000 SapurV1A.0219s0140 S. purpurea one-to-many
Potri.009G145000 SapurV1A.0219s0130 S. purpurea one-to-many
Potri.016G096800 SapurV1A.0226s0200 S. purpurea one-to-many
Potri.016G096800 SapurV1A.4701s0020 S. purpurea one-to-many
Potri.002G036100 SapurV1A.0006s0620 S. purpurea many-to-one
Potri.005G226800 SapurV1A.0006s0620 S. purpurea many-to-one
Potri.013G154000 SapurV1A.0222s0300 S. purpurea one-to-many
Potri.013G154000 SapurV1A.0222s0290 S. purpurea one-to-many
Potri.008G072600 SapurV1A.1701s0010 S. purpurea one-to-many
Potri.008G072600 SapurV1A.0673s0210 S. purpurea one-to-many
Potri.001G041700 SapurV1A.1535s0060 S. purpurea one-to-many
Potri.001G041700 SapurV1A.0806s0260 S. purpurea one-to-many
Potri.012G050500 SapurV1A.0221s0110 S. purpurea many-to-one
Potri.012G051900 SapurV1A.0221s0110 S. purpurea many-to-one
Potri.001G467300 SapurV1A.0899s0090 S. purpurea one-to-one
Potri.014G012600 SapurV1A.0235s0300 S. purpurea one-to-one
Potri.017G038700 SapurV1A.0312s0040 S. purpurea one-to-one
Potri.003G204100 SapurV1A.0009s0620 S. purpurea one-to-one
Potri.005G188500 SapurV1A.0256s0190 S. purpurea one-to-one
Potri.001G335300 SapurV1A.0205s0010 S. purpurea one-to-one
Potri.001G318600 SapurV1A.0058s0310 S. purpurea one-to-one
Potri.006G120600 SapurV1A.1082s0010 S. purpurea many-to-many
Potri.006G120600 SapurV1A.0226s0350 S. purpurea many-to-many
Potri.016G097400 SapurV1A.1082s0010 S. purpurea many-to-many
Potri.016G097400 SapurV1A.0226s0350 S. purpurea many-to-many
Potri.016G034600 SapurV1A.0189s0090 S. purpurea many-to-many
Potri.016G034600 SapurV1A.2958s0010 S. purpurea many-to-many
Potri.016G034400 SapurV1A.0189s0090 S. purpurea many-to-many
Potri.016G034400 SapurV1A.2958s0010 S. purpurea many-to-many
Potri.002G220600 SapurV1A.0014s0430 S. purpurea many-to-one
Potri.002G214600 SapurV1A.0014s0430 S. purpurea many-to-one
Potri.003G045800 SapurV1A.1085s0070 S. purpurea one-to-many
Potri.003G045800 SapurV1A.3720s0010 S. purpurea one-to-many
Potri.018G081400 SapurV1A.0558s0020 S. purpurea one-to-one
Potri.013G130600 SapurV1A.0304s0260 S. purpurea one-to-many
Potri.013G130600 SapurV1A.0678s0090 S. purpurea one-to-many
Potri.009G052400 SapurV1A.0534s0100 S. purpurea one-to-one
Potri.T005300 SapurV1A.0598s0120 S. purpurea one-to-one
Potri.006G081200 SapurV1A.0001s2200 S. purpurea one-to-one
Potri.006G259600 SapurV1A.1173s0110 S. purpurea one-to-one
Potri.006G232100 SapurV1A.0086s0030 S. purpurea one-to-one
Potri.018G017400 SapurV1A.1237s0090 S. purpurea one-to-one
Potri.002G159200 SapurV1A.0046s0410 S. purpurea one-to-one
Potri.015G060400 SapurV1A.0329s0040 S. purpurea one-to-one
Potri.003G007000 SapurV1A.4536s0010 S. purpurea many-to-many
Potri.003G007000 SapurV1A.0136s0330 S. purpurea many-to-many
Potri.003G008200 SapurV1A.4536s0010 S. purpurea many-to-many
Potri.003G008200 SapurV1A.0136s0330 S. purpurea many-to-many
Potri.003G007400 SapurV1A.4536s0010 S. purpurea many-to-many
Potri.003G007400 SapurV1A.0136s0330 S. purpurea many-to-many
Potri.003G007600 SapurV1A.4536s0010 S. purpurea many-to-many
Potri.003G007600 SapurV1A.0136s0330 S. purpurea many-to-many
Potri.001G212600 SapurV1A.0360s0050 S. purpurea one-to-one
Potri.002G150300 SapurV1A.0024s0660 S. purpurea many-to-one
Potri.002G150400 SapurV1A.0024s0660 S. purpurea many-to-one
Potri.002G150200 SapurV1A.0024s0660 S. purpurea many-to-one
Potri.002G150100 SapurV1A.0024s0660 S. purpurea many-to-one
Potri.002G150500 SapurV1A.0024s0660 S. purpurea many-to-one
Potri.002G120900 SapurV1A.1436s0040 S. purpurea one-to-many
Potri.002G120900 SapurV1A.0167s0440 S. purpurea one-to-many
Potri.014G006600 SapurV1A.0235s0180 S. purpurea many-to-one
Potri.014G008400 SapurV1A.0235s0180 S. purpurea many-to-one
Potri.017G058200 SapurV1A.3796s0010 S. purpurea one-to-many
Potri.017G058200 SapurV1A.0871s0100 S. purpurea one-to-many
Potri.006G132400 SapurV1A.0209s0320 S. purpurea one-to-one
Potri.009G024600 SapurV1A.0194s0050 S. purpurea one-to-one
Potri.018G066600 SapurV1A.0087s0170 S. purpurea one-to-one
Potri.003G101600 SapurV1A.0063s0470 S. purpurea one-to-one
Potri.014G166400 SapurV1A.0054s0330 S. purpurea one-to-one
Potri.003G145600 SapurV1A.0059s0260 S. purpurea one-to-one
Potri.006G273200 SapurV1A.0419s0190 S. purpurea one-to-one
Potri.013G002400 SapurV1A.0442s0110 S. purpurea one-to-one
Potri.013G085500 SapurV1A.1166s0030 S. purpurea one-to-one
Potri.008G200100 SapurV1A.0022s0010 S. purpurea one-to-one
Potri.013G088100 SapurV1A.0877s0040 S. purpurea one-to-one
Potri.013G020400 SapurV1A.0092s0570 S. purpurea one-to-one
Potri.005G188200 SapurV1A.0256s0220 S. purpurea one-to-one
Potri.001G102300 SapurV1A.0098s0110 S. purpurea one-to-one
